Taxa	stoolMeans	stoolSD	swabMeans	swabSD	tissueMeans	tissueSD	Origin p-value	OriginSwabStool p-value	OriginTissueStool p-value	OriginTissueSwab p-value	Time p-value	Individual p-value	Origin (adj p-value)	OriginSwabStool (adj p-value)	OriginTissueStool (adj p-value)	OriginTissueSwab (adj p-value)	Time (adj p-value)	Individual (adj p-value)
Desulfococcus	0.15	0.212	0.168	0.248	0.05	0.201	0.190997096208469	0.921097866701907	0.211113474523894	0.201256497517942	0.511305569757222	0.00112865573528446	0.203474293448218	0.999986120067965	0.24456861529544	0.258584105901841	0.992849071326454	0.00217078172044196
Mobiluncus	0.372	0.291	0.869	0.866	0	0	9.5073292983305e-09	2.9497612887841e-06	0.00765761157475231	2.67465224412788e-08	0.655580538674391	0.0286410225588299	4.68733444475829e-08	6.94832659135811e-05	0.017456060794059	1.89008758585037e-07	0.992849071326454	0.0391735276288512
Haliangium	0.172	0.296	0.21	0.317	0.05	0.2	0.205929905753385	0.820346518340686	0.269567499542842	0.192236057247181	0.648350362718483	1.46545659961601e-07	0.218285700098588	0.999986120067965	0.307248977973561	0.248500269124404	0.992849071326454	1.06139706106413e-06
Bradyrhizobium	0.36	0.378	0.554	0.489	0.509	0.387	0.0529292023080816	0.0681021526437259	0.359377079225626	0.934063610904777	0.915326240528085	1.46259409671045e-05	0.0660058287606665	0.343753722868331	0.394756169926594	0.956625533873492	0.995400790792213	5.63763542732029e-05
Paenibacillus	0.554	0.371	0.523	0.478	0.05	0.201	1.40497647187286e-05	0.926240830568583	7.86572157462917e-06	0.000352655105186672	0.682278264616203	0.000447492365878744	5.51583355624159e-05	0.999986120067965	3.87798366004973e-05	0.00128901521206163	0.992849071326454	0.000958266480467613
Filifactor	0.326	0.305	0.586	0.523	0.035	0.141	4.6227424475438e-06	0.0016607811998729	0.00607051308469309	3.33506333738409e-06	0.165875508625902	0.161431720129487	2.00004367118222e-05	0.0185308218091081	0.0153208187375587	1.6818644094576e-05	0.992849071326454	0.183013500895461
Odoribacter	2.57	0.524	2.322	0.83	0.508	0.636	1.133383365007e-23	0.141041760259172	2.33146835171283e-15	3.1641356201817e-14	0.55362172549221	3.29688816848733e-05	2.00231061151237e-22	0.524576371490252	3.80208685048554e-14	3.97355351237018e-13	0.992849071326454	0.000107529275649125
Pseudomonas	0.871	0.38	1.097	0.359	0.938	0.393	0.0214885848490131	0.0157913887216331	0.784960366873122	0.372826977162813	0.189636620845528	1.60948199354751e-07	0.0325398570570769	0.135791169616128	0.811763891595619	0.422670155927895	0.992849071326454	1.06628182072523e-06
Staphylococcus	0.28	0.298	0.29	0.362	0	0	0.00213717018696571	0.985812947820214	0.00181018902990404	0.00623271677014703	0.590748702072973	0.0856579414062125	0.00488127279491953	0.999986120067965	0.00525698731972133	0.0157301899437044	0.992849071326454	0.103178883966574
Prosthecochloris	0.208	0.297	0.123	0.295	0	0	0.0161778998838629	0.333647212809828	0.0181398253576009	0.343972349767845	0.316878634848008	3.1742328804545e-07	0.0261810288196864	0.906114415003844	0.0359405885589851	0.400671088740566	0.992849071326454	1.97922756075399e-06
Cryptobacterium	0.185	0.267	0.177	0.247	0	0	0.0231700302169386	0.986250793450573	0.017810283993677	0.0640020664537226	0.869426489569949	3.2571684938972e-05	0.0345918760985281	0.999986120067965	0.035620567987354	0.0969174149156371	0.992849071326454	0.000107529275649125
Myxococcus	0.244	0.3	0.21	0.315	0	0	0.00830751325658566	0.842435298544185	0.00564915704100122	0.055446559257201	0.879478133874075	1.4604215605928e-06	0.015550019018352	0.999986120067965	0.0146051377157592	0.0904205427886662	0.992849071326454	7.20021792664358e-06
Streptomyces	0.617	0.386	0.458	0.502	0.168	0.304	0.000186551537280337	0.160373533609764	0.000189127620770391	0.0609739810508846	0.37392334250185	0.00275239239768404	0.000564984655763305	0.565584230901929	0.000691294062126256	0.0957517332058336	0.992849071326454	0.00450771716603281
Variovorax	0.192	0.274	0.428	0.525	0	0	0.00011594106150806	0.00270795705772409	0.0775101151145221	0.000148193841463362	0.644967600681082	5.87494036787584e-05	0.000378146231380135	0.0287043448118753	0.104229785394612	0.00058179804426357	0.992849071326454	0.000168309102431038
Caldanaerobacter	0.146	0.244	0.288	0.331	0.859	0.389	7.39594459932021e-16	0.0492187798595994	2.94209101525666e-14	3.40656891584246e-09	0.0773913429882555	0.469448477318586	5.80718612983661e-15	0.289843925839863	2.83464073469947e-13	2.67478744503185e-08	0.992849071326454	0.487858221527158
Roseiflexus	0.156	0.238	0.084	0.192	0	0	0.0178347472286802	0.274352375945639	0.023334612153723	0.433555300880802	0.520956040403319	0.224555522272109	0.0280071586109645	0.807815329173271	0.0441690872909757	0.476236910812072	0.992849071326454	0.247946722508787
